"player_name","kickoff_time","GW","season","total_points","automl"
"Pedro Lomba Neto",1600646400000,2,2020,2,2.3470117285162706
"Phil Bardsley",1600560000000,2,2020,-1,3.3653203726570227
"Phil Foden",1600646400000,2,2020,9,5.027743637891446
"Pierre-Emerick Aubameyang",1600473600000,2,2020,5,6.393638880303479
"Pierre-Emile Højbjerg",1600560000000,2,2020,2,2.2735366772169723
"Raheem Sterling",1600646400000,2,2020,5,5.2209680856837615
"Raúl Jiménez",1600646400000,2,2020,6,4.507047779372779
"Reece James",1600560000000,2,2020,1,2.300453490703978
"Richarlison de Andrade",1600473600000,2,2020,12,5.848745515406837
"Rob Holding",1600473600000,2,2020,2,2.8146984066407774
"Robbie Brady",1600560000000,2,2020,1,3.138316096389727
"Roberto Firmino",1600560000000,2,2020,5,5.5693066049671245
"Robin Koch",1600473600000,2,2020,1,2.5854653913802332
"Rodrigo Hernandez",1600646400000,2,2020,1,3.0839197000094973
"Rodrigo Moreno",1600473600000,2,2020,1,3.2331051260295065
"Romain Saïss",1600646400000,2,2020,1,2.5643736792578027
"Romaine Sawyers",1600473600000,2,2020,2,2.1392487207229136
"Ross Barkley",1600560000000,2,2020,1,1.1064647115677229
"Rui Pedro dos Santos Patrício",1600646400000,2,2020,3,3.4784693813630208
"Ryan Bertrand",1600560000000,2,2020,-1,2.468775962676999
"Ryan Fraser",1600560000000,2,2020,1,2.3885079344641396
"Ryan Fredericks",1600473600000,2,2020,3,3.2117078989410115
"Rúben Diogo da Silva Neves",1600646400000,2,2020,2,2.793142420007844
"Rúben Gonçalo Silva Nascimento Vinagre",1600646400000,2,2020,1,1.0966014509874382
"Sadio Mané",1600560000000,2,2020,16,6.288215923736816
"Sam Field",1600473600000,2,2020,1,0.8821354251122349
"Sam Johnstone",1600473600000,2,2020,0,2.7009476240603476
"Sander Berge",1600646400000,2,2020,2,2.8991415962369174
"Scott McTominay",1600473600000,2,2020,2,3.007086605078793
"Sead Kolasinac",1600473600000,2,2020,2,2.9595728694492194
"Seamus Coleman",1600473600000,2,2020,1,3.7127630431806597
"Shane Long",1600560000000,2,2020,1,1.2343873682011106
"Solomon March",1600560000000,2,2020,3,3.304483041170619
"Steven Alzate",1600560000000,2,2020,3,2.866290196708522
"Steven Bergwijn",1600560000000,2,2020,1,1.5179417413800818
"Stuart Armstrong",1600560000000,2,2020,2,3.163911996197735
"Stuart Dallas",1600473600000,2,2020,1,3.759663462384356
"Sébastien Haller",1600473600000,2,2020,1,1.6746112557365738
"Takumi Minamino",1600560000000,2,2020,1,1.4877313168203663
"Tammy Abraham",1600560000000,2,2020,1,2.412395228533949
"Tanguy Ndombele",1600560000000,2,2020,0,3.342631975890994
"Tariq Lamptey",1600560000000,2,2020,4,3.6189841426134226
"Thiago Alcántara do Nascimento",1600560000000,2,2020,1,1.29804086332732
"Timo Werner",1600560000000,2,2020,2,5.494102883252972
"Timothy Castagne",1600560000000,2,2020,9,4.482872175031856
"Timothy Fosu-Mensah",1600473600000,2,2020,0,3.69851158324695
"Tomas Soucek",1600473600000,2,2020,2,2.7584471768312824
"Trent Alexander-Arnold",1600560000000,2,2020,7,4.896678880591998
"Tyler Roberts",1600473600000,2,2020,1,1.4166552075761907
"Tyrick Mitchell",1600473600000,2,2020,5,2.130019128127089
"Tyrone Mings",1600646400000,2,2020,10,3.9017651414470853
"Vicente Guaita",1600473600000,2,2020,3,2.423445487740042
"Victor Lindelöf",1600473600000,2,2020,1,2.899189492693154
"Virgil van Dijk",1600560000000,2,2020,7,3.992684356220497
"Wes Morgan",1600560000000,2,2020,1,1.5242799088026062
"Wilfred Ndidi",1600560000000,2,2020,2,3.0867584040238727
"Wilfried Zaha",1600473600000,2,2020,15,3.252823296908007
"William Smallbone",1600560000000,2,2020,1,0.8897590660436263
"Willian Borges Da Silva",1600473600000,2,2020,2,5.044659829871211
"Willy Boly",1600646400000,2,2020,1,3.5231879087813947
"Yerry Mina",1600473600000,2,2020,1,3.453782295052455
"Youri Tielemans",1600560000000,2,2020,2,4.1888109061849965
"Yves Bissouma",1600560000000,2,2020,0,2.440150944385366
"Çaglar Söyüncü",1600560000000,2,2020,1,4.058481689442038
"Aaron Connolly",1601078400000,3,2020,2,3.1594984110096793
"Aaron Cresswell",1601164800000,3,2020,7,3.05764850842274
"Aaron Ramsdale",1601164800000,3,2020,4,4.496120299341831
"Aaron Wan-Bissaka",1601078400000,3,2020,1,3.2234573740591483
"Abdoulaye Doucouré",1601078400000,3,2020,2,2.986917130603144
"Aboubakar Kamara",1601251200000,3,2020,0,1.2584391276084061
"Adam Lallana",1601078400000,3,2020,2,2.1723586389610685
"Adam Webster",1601078400000,3,2020,1,2.237182453920162
"Adama Traoré",1601164800000,3,2020,2,4.476478533282274
"Ainsley Maitland-Niles",1601251200000,3,2020,1,2.001506335090898
"Aleksandar Mitrović",1601251200000,3,2020,2,5.365077170876531
"Alex Iwobi",1601078400000,3,2020,1,1.228238218233501
"Alex McCarthy",1601078400000,3,2020,6,3.2522096094962003
"Alexandre Lacazette",1601251200000,3,2020,7,2.955966856256871
"Alireza Jahanbakhsh",1601078400000,3,2020,3,1.6086383339099661
"Alisson Ramses Becker",1601251200000,3,2020,2,3.977037159106579
"Allan Marques Loureiro",1601078400000,3,2020,2,2.5628964381067463
"Alphonse Areola",1601251200000,3,2020,1,2.4101728299039076
"Andreas Christensen",1601078400000,3,2020,0,2.1402354480902432
"Andrew Robertson",1601251200000,3,2020,10,4.171740891393987
"Andros Townsend",1601078400000,3,2020,5,3.5467544072283332
"André Filipe Tavares Gomes",1601078400000,3,2020,2,2.1666823799457537
"André-Frank Zambo Anguissa",1601251200000,3,2020,2,2.934780884988228
"Andy Carroll",1601164800000,3,2020,4,1.333868571281106
"Angelo Ogbonna",1601164800000,3,2020,6,2.524054438099687
"Anthony Martial",1601078400000,3,2020,2,5.940883480944902
"Arthur Masuaku",1601164800000,3,2020,12,2.705672853798815
"Ashley Westwood",1601078400000,3,2020,2,3.0203368388893224
"Ben Davies",1601164800000,3,2020,2,3.1648334078762996
"Ben Johnson",1601164800000,3,2020,1,0.873665282770948
"Ben Osborn",1601164800000,3,2020,2,3.0413711735090336
"Ben White",1601078400000,3,2020,0,2.1882120697330483
"Benjamin Mendy",1601164800000,3,2020,0,3.4903583911446243
"Bernd Leno",1601251200000,3,2020,3,2.077373159950376
"Bertrand Traoré",1601251200000,3,2020,1,1.700896584888604
"Billy Sharp",1601164800000,3,2020,1,2.5210646874000413
"Bobby Decordova-Reid",1601251200000,3,2020,1,2.764461862326729
"Bruno Miguel Borges Fernandes",1601078400000,3,2020,12,6.873629943550613
"Callum Hudson-Odoi",1601078400000,3,2020,6,1.6880114231187942
"Callum Robinson",1601078400000,3,2020,13,3.083212999429119
"Callum Wilson",1601164800000,3,2020,8,3.236914589823366
"Charlie Taylor",1601078400000,3,2020,2,3.195258240899011
"Che Adams",1601078400000,3,2020,5,2.457635306850242
"Cheikhou Kouyaté",1601078400000,3,2020,9,2.771240335008199
"Chris Basham",1601164800000,3,2020,2,3.921387017150851
"Chris Wood",1601078400000,3,2020,2,4.283017297813252
"Christian Benteke",1601078400000,3,2020,1,2.550764752748197
"Christian Fuchs",1601164800000,3,2020,1,0.9430166086857834
"Conor Coady",1601164800000,3,2020,-1,3.3661884564627687
"Conor Hourihane",1601251200000,3,2020,14,4.467425909611371
"Conor Townsend",1601078400000,3,2020,1,2.168439059294086
"César Azpilicueta",1601078400000,3,2020,4,1.5878857772713628
"Dale Stephens",1601078400000,3,2020,2,2.418257592696046
"Daniel Amartey",1601164800000,3,2020,0,1.8114516527436988
"Daniel Ceballos Fernández",1601251200000,3,2020,0,0.35829999753773134
"Danny Ings",1601078400000,3,2020,9,5.028611310667826
"Dara O'Shea",1601078400000,3,2020,1,1.7258628262109783
"Darnell Furlong",1601078400000,3,2020,3,2.5286417906961622
"David Luiz Moreira Marinho",1601251200000,3,2020,1,1.6673976378371138
"David Martin",1601164800000,3,2020,0,1.881140030946003
"David McGoldrick",1601164800000,3,2020,2,3.3131734610976356
"David de Gea",1601078400000,3,2020,2,2.948684419312134
"Davinson Sánchez",1601164800000,3,2020,2,2.648718440589601
"Declan Rice",1601164800000,3,2020,3,2.0957411595243727
"Denis Odoi",1601251200000,3,2020,0,1.964719513342835
"Dennis Praet",1601164800000,3,2020,2,2.821824514613954
"Diogo Jota",1601251200000,3,2020,6,1.6771115996502786
"Dominic Calvert-Lewin",1601078400000,3,2020,6,4.041898388583192
"Donny van de Beek",1601078400000,3,2020,1,3.1055113510281944
"Douglas Luiz Soares de Paulo",1601251200000,3,2020,3,3.7419230974618913
"Dwight McNeil",1601078400000,3,2020,2,3.4573627169284564
"Eberechi Eze",1601078400000,3,2020,2,3.2755563890826997
"Ederson Santana de Moraes",1601164800000,3,2020,0,3.543647952658084
"Edward Nketiah",1601251200000,3,2020,1,0.34041547773906683
"Emiliano Martínez",1601251200000,3,2020,6,3.297604362878381
"Enda Stevens",1601164800000,3,2020,2,4.324988383884361
"Eric Bailly",1601078400000,3,2020,1,1.3094434210321029
"Eric Dier",1601164800000,3,2020,2,2.8979509732380793
"Eric Garcia",1601164800000,3,2020,0,3.3141465419359353
"Erik Lamela",1601164800000,3,2020,1,1.93801775768856
"Ethan Ampadu",1601164800000,3,2020,2,2.952948052119727
"Ezgjan Alioski",1601164800000,3,2020,1,0.9951962298781563
"Ezri Konsa Ngoyo",1601251200000,3,2020,6,3.652038680397439
"Fabio Henrique Tavares",1601251200000,3,2020,2,3.371844064675474
"Fabio Silva",1601164800000,3,2020,1,1.6094042656887253
"Fabián Balbuena",1601164800000,3,2020,6,2.5028099618609616
"Federico Fernández",1601164800000,3,2020,2,2.654048283732302
"Fernando Luiz Rosa",1601164800000,3,2020,1,2.871244186028169
"Ferran Torres",1601164800000,3,2020,1,1.813420502449995
"Frederico Rodrigues de Paula Santos",1601078400000,3,2020,1,0.9604458361260575
"George Baldock",1601164800000,3,2020,1,4.668246650219637
"Georginio Wijnaldum",1601251200000,3,2020,2,3.002047636456824
"Giovani Lo Celso",1601164800000,3,2020,3,2.827040766839023
"Grady Diangana",1601078400000,3,2020,2,3.5939044337844686
"Granit Xhaka",1601251200000,3,2020,1,2.055713247901252
"Gylfi Sigurdsson",1601078400000,3,2020,1,1.2910330007983173
"Hal Robson-Kanu",1601078400000,3,2020,1,1.1766373345431873
"Harry Kane",1601164800000,3,2020,5,5.772724146263786
"Harry Maguire",1601078400000,3,2020,4,2.3475320554327794
"Harry Winks",1601164800000,3,2020,1,2.3769515950721996
"Harvey Barnes",1601164800000,3,2020,2,3.7598621829839365
"Heung-Min Son",1601164800000,3,2020,1,5.813993929466931
"Hugo Lloris",1601164800000,3,2020,2,4.609871753758892
"Héctor Bellerín",1601251200000,3,2020,0,1.6543731701752278
"Hélder Wander Sousa de Azevedo e Costa",1601164800000,3,2020,3,4.567959887249272
"Ian Carlo Poveda-Ocampo",1601164800000,3,2020,1,0.669970337173402
"Illan Meslier",1601164800000,3,2020,10,2.4574496958210053
"Isaac Hayden",1601164800000,3,2020,1,2.3416140003204666
"Ivan Ricardo Neves Abreu Cavaleiro",1601251200000,3,2020,2,2.810064419982314
"Jack Grealish",1601251200000,3,2020,8,5.307344041986245
"Jack Harrison",1601164800000,3,2020,7,3.8064165925289215
"Jack Robinson",1601164800000,3,2020,2,3.3893439926526776
"Jacob Murphy",1601164800000,3,2020,1,0.9263488291939939
"Jacob Ramsey",1601251200000,3,2020,1,1.0465937128614027
"Jairo Riedewald",1601078400000,3,2020,1,1.09371850483485
"Jake Livermore",1601078400000,3,2020,2,2.168868801022819
"Jamaal Lascelles",1601164800000,3,2020,2,2.8723211115018907
"Jamal Lewis",1601164800000,3,2020,0,0.8120446678069815
"James Justin",1601164800000,3,2020,1,2.1960774419438276
"James Maddison",1601164800000,3,2020,10,1.406532533473701
"James McArthur",1601078400000,3,2020,1,3.2925202326178837
"James McCarthy",1601078400000,3,2020,2,2.660816273845458
"James Milner",1601251200000,3,2020,1,1.7181047720082057
"James Rodríguez",1601078400000,3,2020,2,4.927636780765862
"James Ward-Prowse",1601078400000,3,2020,3,3.0062534251627495
"Jamie Vardy",1601164800000,3,2020,17,4.931368982884987
"Jan Bednarek",1601078400000,3,2020,8,2.0433411456634776
"Jannik Vestergaard",1601078400000,3,2020,6,2.656606030372247
"Jarrod Bowen",1601164800000,3,2020,15,3.467603086059178
"Javier Manquillo",1601164800000,3,2020,2,2.165742545327422
"Jeff Hendrick",1601164800000,3,2020,2,2.813080805674381
"Jimmy Dunne",1601078400000,3,2020,2,4.79992486222139
"Joe Bryan",1601251200000,3,2020,0,2.1946397127342787
"Joel Ward",1601078400000,3,2020,0,3.6787398534651135
"Joelinton Cássio Apolinário de Lira",1601164800000,3,2020,1,3.007235142849944
"John Lundstram",1601164800000,3,2020,2,5.302640716842275
"John McGinn",1601251200000,3,2020,10,3.5227241640738973
"Jonjo Shelvey",1601164800000,3,2020,1,3.634207513312201
"Jonny Evans",1601164800000,3,2020,2,3.346950931938276
"Jordan Ayew",1601078400000,3,2020,2,4.202575528451388
"Jordan Pickford",1601078400000,3,2020,2,2.986688289545867
"Joseph Gomez",1601251200000,3,2020,2,3.4990032528540125
"Josh Brownhill",1601078400000,3,2020,2,2.7202667229513158
"João Filipe Iria Santos Moutinho",1601164800000,3,2020,2,3.472772582852041
"Kai Havertz",1601078400000,3,2020,5,3.871721857311923
"Kalvin Phillips",1601164800000,3,2020,2,2.8557245337472454
"Karl Darlow",1601164800000,3,2020,8,2.821836565440841
"Kasper Schmeichel",1601164800000,3,2020,2,3.2637014080900806
"Kelechi Iheanacho",1601164800000,3,2020,1,2.526360288957084
"Kenny Tete",1601251200000,3,2020,0,2.5690202253236136
"Kevin De Bruyne",1601164800000,3,2020,2,7.06060678588233
"Kevin Long",1601078400000,3,2020,2,3.1822520332619377
"Ki-Jana Hoever",1601164800000,3,2020,1,1.3353112094657364
"Kieran Tierney",1601251200000,3,2020,1,1.6065809718619055
"Kyle Bartley",1601078400000,3,2020,7,1.6500859213121757
"Kyle Walker",1601164800000,3,2020,0,3.6259759265506886
"Kyle Walker-Peters",1601078400000,3,2020,6,2.1834998598871334
"Leandro Trossard",1601078400000,3,2020,1,3.7016800831009484
"Lewis Dunk",1601078400000,3,2020,-2,3.1954270741338306
"Liam Cooper",1601164800000,3,2020,6,1.910309401454733
"Liam Delap",1601164800000,3,2020,1,1.311264690889372
"Lucas Digne",1601078400000,3,2020,6,2.9799142087359853
"Lucas Rodrigues Moura da Silva",1601164800000,3,2020,9,4.024902304063133
"Lukasz Fabianski",1601164800000,3,2020,7,3.285837540653834
"Luke Ayling",1601164800000,3,2020,7,1.5988552589202145
"Luke Shaw",1601078400000,3,2020,1,2.8606109330467837
"Mahmoud Ahmed Ibrahim Hassan",1601251200000,3,2020,3,3.936242367477521
"Mamadou Sakho",1601078400000,3,2020,1,1.956653767588453
"Marcos Alonso",1601078400000,3,2020,-1,4.863135728828371
"Marcus Rashford",1601078400000,3,2020,7,5.404542513556727
"Mark Noble",1601164800000,3,2020,1,1.138973846411057
"Marvelous Nakamba",1601251200000,3,2020,1,1.032947624038891
"Mason Greenwood",1601078400000,3,2020,2,5.466510696559817
"Mason Mount",1601078400000,3,2020,12,3.9556130507112224
"Matej Vydra",1601078400000,3,2020,2,3.221718069041715
"Mateo Kovacic",1601078400000,3,2020,1,2.855771402525384
"Mateusz Klich",1601164800000,3,2020,3,4.921683036166996
"Matheus Pereira",1601078400000,3,2020,5,3.6688860145368696
"Mathew Ryan",1601078400000,3,2020,1,3.1593112951413573
"Matt Doherty",1601164800000,3,2020,2,4.642139536363411
"Matt Phillips",1601078400000,3,2020,1,0.8174659197354879
"Matt Ritchie",1601164800000,3,2020,2,3.1779459776265044
"Matt Targett",1601251200000,3,2020,5,3.323928138279373
"Matthew Cash",1601251200000,3,2020,6,4.146574508254783
"Maxime Le Marchand",1601251200000,3,2020,0,0.9890949497105979
"Michael Hector",1601251200000,3,2020,0,1.5616703720142038
"Michael Keane",1601078400000,3,2020,2,2.6917069249239445
"Michael Obafemi",1601078400000,3,2020,1,1.1078271384595093
"Michail Antonio",1601164800000,3,2020,2,4.103601619486602
"Michy Batshuayi",1601078400000,3,2020,1,1.8082687448879216
"Miguel Almirón",1601164800000,3,2020,2,2.7912651525001277
"Mohamed Naser El Sayed Elneny",1601251200000,3,2020,2,1.454208897623301
"Mohamed Salah",1601251200000,3,2020,5,7.152192216715379
"Moussa Djenepo",1601078400000,3,2020,3,3.666032799791203
"N'Golo Kanté",1601078400000,3,2020,2,2.6238922822386654
"Naby Keita",1601251200000,3,2020,2,3.3266310934331704
"Nampalys Mendy",1601164800000,3,2020,5,1.9799902325877852
"Nathan Aké",1601164800000,3,2020,5,2.8238897039790523
"Nathan Tella",1601078400000,3,2020,1,0.9486763687509103
"Neal Maupay",1601078400000,3,2020,8,2.5887733788830865
"Neeskens Kebano",1601251200000,3,2020,1,1.2115851209086743
"Nemanja Matic",1601078400000,3,2020,4,2.8497079707881445
"Nick Pope",1601078400000,3,2020,2,4.570486931290454
"Nicolas Pépé",1601251200000,3,2020,1,1.003934802725547
"Nélson Cabral Semedo",1601164800000,3,2020,1,3.469558691409069
"Oliver Burke",1601164800000,3,2020,3,3.041586174308559
"Oliver McBurnie",1601164800000,3,2020,1,2.359932348381267
"Oliver Norwood",1601164800000,3,2020,1,1.6655357045491912
"Olivier Giroud",1601078400000,3,2020,1,1.9113913628173373
"Ollie Watkins",1601251200000,3,2020,2,3.8851485047574204
"Oluwasemilogo Adesewo Ibidapo Ajayi",1601078400000,3,2020,1,1.579349323083413
"Oriol Romeu Vidal",1601078400000,3,2020,3,2.0508014400654857
"Pablo Fornals",1601164800000,3,2020,9,3.0519959280985316
"Pascal Groß",1601078400000,3,2020,1,2.0307874196615714
"Patrick Bamford",1601164800000,3,2020,8,5.117653891911627
"Paul Pogba",1601078400000,3,2020,2,4.151925355301525
"Pedro Lomba Neto",1601164800000,3,2020,2,3.7635808452106354
"Phil Bardsley",1601078400000,3,2020,1,3.3018113914187253
"Phil Foden",1601164800000,3,2020,2,4.138001582387219
"Pierre-Emerick Aubameyang",1601251200000,3,2020,2,4.4284878317150405
"Pierre-Emile Højbjerg",1601164800000,3,2020,2,2.3105244108530347
"Raheem Sterling",1601164800000,3,2020,2,5.564258292043919
"Raúl Jiménez",1601164800000,3,2020,0,5.721221207994316
"Reece James",1601078400000,3,2020,1,4.171143187849425
"Richarlison de Andrade",1601078400000,3,2020,8,4.491312674329243
"Riyad Mahrez",1601164800000,3,2020,12,5.4836982310578986
"Rob Holding",1601251200000,3,2020,1,1.6248704457896692
"Roberto Firmino",1601251200000,3,2020,2,4.89059972872802
"Robin Koch",1601164800000,3,2020,6,1.7363420892017984
"Rodrigo Hernandez",1601164800000,3,2020,2,2.735497652548417
"Rodrigo Moreno",1601164800000,3,2020,1,1.0406348458459054
"Romain Saïss",1601164800000,3,2020,0,3.0610177677281545
"Romaine Sawyers",1601078400000,3,2020,2,1.9609719525356142
"Rui Pedro dos Santos Patrício",1601164800000,3,2020,1,4.482894959367395
"Ryan Bertrand",1601078400000,3,2020,8,1.9429385582634324
"Ryan Fredericks",1601164800000,3,2020,1,2.6042130707411366
"Rúben Diogo da Silva Neves",1601164800000,3,2020,2,3.282373585466115
"Rúben Gonçalo Silva Nascimento Vinagre",1601164800000,3,2020,0,3.4707887249670457
"Sadio Mané",1601251200000,3,2020,7,6.1192417316782866
"Sam Field",1601078400000,3,2020,1,0.7024829026688613
"Sam Johnstone",1601078400000,3,2020,3,2.38723534746894
"Sander Berge",1601164800000,3,2020,2,3.0890785457918364
"Seamus Coleman",1601078400000,3,2020,6,2.6441306292482785
"Solomon March",1601078400000,3,2020,8,2.730684203587297
"Steven Alzate",1601078400000,3,2020,2,2.0448288729325514
"Steven Bergwijn",1601164800000,3,2020,1,1.9708664412929986
"Stuart Armstrong",1601078400000,3,2020,3,3.288188043347052
"Stuart Dallas",1601164800000,3,2020,6,2.1787760099432227
"Sébastien Haller",1601164800000,3,2020,5,1.7483022809850775
"Takumi Minamino",1601251200000,3,2020,1,1.522674158097757
"Tammy Abraham",1601078400000,3,2020,6,5.657375723044708
"Tanguy Ndombele",1601164800000,3,2020,1,1.4313044129522563
"Tariq Lamptey",1601078400000,3,2020,4,3.0317777061023663
"Thiago Thiago",1601078400000,3,2020,1,3.2392877459198814
"Tim Ream",1601251200000,3,2020,1,2.2054515079850416
"Timo Werner",1601078400000,3,2020,2,5.89238429667526
"Timothy Castagne",1601164800000,3,2020,4,3.1142680634800377
"Tom Cairney",1601251200000,3,2020,1,2.292051560044429
"Tom Davies",1601078400000,3,2020,1,0.8492517514419837
"Tomas Soucek",1601164800000,3,2020,6,2.966877013741487
"Trent Alexander-Arnold",1601251200000,3,2020,7,5.250392021024946
